Title,ReleaseDate,Popularity,Budget,Revenue
Marcos Witt: Sobrenatural,'01/01/2008',0.005625,0,0
ã‚¢ãƒ?ãƒ«ãƒ•ã‚£ å¥?ç¥?ãÅ®å ±é…¬,'18/07/2009',0.026864,0,0
Der Fall Winslow,'07/10/1961',0.002063,0,0
La fiera de la montaÃ±a,'01/01/2001',0.003198,0,0
Murder 101,'01/01/2014',0.0225,0,0
Hyakka Zukan,'07/06/1989',2.00E-06,0,0
Field,'02/01/2016',0.055707,0,0
Why Not: A Serenade of Eschatological Ecology,'01/01/1970',0,0,0
Naples au baiser de feu,'07/12/1937',0.001972,0,0
Sirius,'01/11/1975',1.20E-05,0,0
Les Mouettes,'28/01/1991',0.162512,0,0
Clash of Colors: LA Riots of 1992,'25/04/2012',0.014437,0,0
Dui Bari,'08/02/1962',0.001875,0,0
?”?°ÑƒÑ€?¸Ñè,'08/05/1972',0.436311,0,0
SPEC: ç¿”,'01/04/2012',0.032368,0,0
Manila Kingpin,'15/07/2011',0.039045,0,0
Battle of the Damned,'25/07/2013',0.934947,8000000,0
East Jerusalem / West Jerusalem,'15/10/2014',0.028713,0,0
Tierra roja,'01/01/2006',0.009281,0,0
Cyber Bandits,'01/02/1995',0.009726,0,0
Alice och jag,'27/10/2006',0.00568,0,0
The Grand,'07/06/2007',1.974923,5400000,0
The End of Something,'NaT',0,0,0
The Craven Sluck,'01/01/1967',0.002068,0,0
Defying Gravity,'08/01/2008',0.023653,0,0
Britain's Bloody Crown,'NaT',1.60E-05,0,0
å®Œç??å«Åè¡£,'21/10/2010',0.010602,0,0
Absinthe,'01/01/2010',0.011715,0,0
Andrew and Jeremy Get Married,'01/01/2004',0.04224,0,0
Echo of Blue,'NaT',0,0,0
Half Ticket,'22/07/2016',0.085077,0,0
World Series of Fighting 10: Branch vs. Taylor,'21/06/2014',0.0448,0,0
Correspondances,'02/01/2009',0.011789,0,0
Rhett & Link's Buddy System,'19/10/2016',0.186009,0,0
ãƒ¢ãƒ?ã‚?ã‚¿ãƒ?,'27/04/2013',0.3635,0,0
DJ Shadow: La Route Du Rock 2002,'11/04/2002',0.004393,0,0
Five,'10/10/2011',0.585527,0,0
High Octane Vol. 1-3: Extreme Sports in 3D,'22/05/2015',0.112914,0,0
Bikini,'01/01/2004',0.000302,0,0
John From,'26/11/2015',0.076895,0,0
?¡?¿?°Ñ€Ñ‚?°?º ?¸ ???°?»?°Ñˆ???¸?º????,'06/04/2002',0.005904,0,0
A century of Science Fiction,'NaT',0.004409,0,0
Final Destination 2,'31/01/2003',5.387673,26000000,90426405
Dos Maridos baratos,'07/07/1960',0.009477,0,0
Wonderful London: London's Contrasts,'02/01/1924',0.001912,0,0
Sandman Tails,'19/09/1933',0.002429,0,0
Flyerman,'08/09/2003',0.008616,0,0
Dark Before Dawn,'02/01/1988',0.1575,0,0
The Man Who Bought Mustique,'09/05/2001',0.001875,0,0
Chasing Cain II: Face,'01/01/2002',0.307245,0,0
Aku Tak Bodoh,'02/12/2010',0.031761,0,0
Untitled Melissa McCarthy Project,'NaT',0.0045,0,0
Sunday in the Park,'01/01/1970',6.00E-06,0,0
Alberto Express,'05/09/1990',5.00E-06,0,0
Street Corner Justice,'29/09/1992',0.021351,0,0
Konchem Touchlo Vunte Cheputanu,'01/01/2005',0.00375,0,0
The Texan,'21/10/1920',0.004233,0,0
Vetti Pasanga,'NaT',0,0,0
Frank Zappa and the Mothers of Invention: In the 1960's,'20/01/2009',0.01212,0,0
IDn4,'13/11/1991',0.005495,0,0
The Transformation: A Sandwich of Nightmares,'01/01/1974',0.000168,0,0
Wenn die Conny mit dem Peter,'17/12/1958',0.007047,0,0
Alice,'NaT',0,0,0
Streetwise,'07/12/1984',7.70E-05,0,0
Abrupt Decision,'20/12/2011',0.017866,0,0
The Green Inferno,'04/09/2014',3.622062,5000000,6833445
Karenina & I,'NaT',0.019434,0,0
The Best Bad Man,'29/11/1925',0.008249,0,0
The Time Tunnel,'06/06/2006',0.405483,0,0
Doctor Zhivago,'24/11/2002',0.710033,0,0
Utburd,'02/05/2014',0.036008,0,0
Private Life,'NaT',0,0,0
Walela: Live in Concert,'NaT',0,0,0
Cinegiornale del movimento studentesco n. 1,'26/03/1968',0.001875,0,0
BADA BUM BUM,'26/08/2017',0.000305,0,0
The Polymat,'26/04/2007',NaN,0,0
Loving,'19/10/1995',0.042438,0,0
La revoluciÃ?n de los alcatraces,'15/11/2012',0.015,0,0
White Dust,'02/01/1972',0.00027,0,0
Super Mario Movie,'15/01/2005',0.008618,0,0
Star Trek: Beyond the Final Frontier,'19/02/2007',0.005629,0,0
178,'11/02/2013',NaN,0,0
Assassins,'03/06/2016',0.104174,0,0
Forever Yours,'01/01/2011',0.01125,0,0
Porkchop 3D,'01/09/2012',0.04515,0,0
Take the 5:10 to Dreamland,'01/06/1976',4.00E-06,0,0
Curiosity Kills,'27/06/1990',0.287234,0,0
The Bare Wench Project 3: Nymphs of Mystery Mountain,'01/01/2002',0.424674,0,0
No Loans Today,'02/07/1996',0.001875,0,0
Angelina Ballerina: Angelina's Princess Dance,'01/01/2005',0.00375,0,0
The Cartographer's Girlfriend,'01/01/1987',0.007127,0,0
Bharat & Perry's adventure,'NaT',0,0,0
ç¶Åæ?¶,'14/06/2007',0.15839,0,0
The Low Budget Time Machine,'01/05/2015',0.088343,0,0
Angel,'18/09/1982',0.138191,0,0
The Misanthrope,'01/01/2007',0.006354,0,0
Stranded,'23/09/2001',0.717644,0,0
Atlanta,'09/05/2007',0.033459,0,0
The Wild Bunch: An Album in Montage,'01/11/1996',0.001875,0,0
The Moon and the Son: An Imagined Conversation,'01/01/2005',0.175991,0,0
Mga Mata Ni Angelita,'11/08/1978',0.011745,0,0
Where to Sit at the Dinner Table,'01/07/2013',0.01875,0,0
Ghost Town,'19/09/2008',3.247862,0,0
à¸?à?‰à¸?à¸™à¸ªà¸?à¸¢à?ƒà¸¢à¸ªà¸§à¸?à¸—,'31/12/2012',0.318369,0,0
Hasta Morir,'01/06/1994',0.013266,0,0
Brain Fix,'01/11/1993',0.001905,0,0
El ataque de los robots de Nebulosa-5,'30/10/2008',0.027657,0,0
Chico Ramos,'26/08/1971',0.002576,0,0
The War Game,'01/11/1965',0.240617,0,0
Trying Not To Explode,'16/04/2015',0.036337,0,0
Black Chariot,'15/06/1971',0.015188,0,0
The Participants,'01/08/2015',0.03939,0,0
Qualcosa di biondo,'01/02/1984',0.122781,0,0
Nadie es libre,'01/01/2013',0.027836,0,0
Inauguracion Casino de Vina del Mar,'18/01/1931',0.001875,0,0
Blood: A Butcher's Tale,'25/06/2010',0.019631,0,0
Thin Air,'13/10/1999',0.002201,0,0
X-Rated: The Ads They Couldn't Show,'10/03/2005',0.023592,0,0
Bonjour Tristesse,'17/03/1958',0.594259,0,0
Idle-Hands,'30/04/2010',0.019822,0,0
Arrow Creek,'01/01/1978',0.25,0,0
Seeing Is Believing,'01/01/1992',0.05,0,0
Case of a Young Lord 1,'NaT',0.00018,0,0
Habitat [Piavoli],'07/11/2013',0.056271,0,0
Tracking the Thief,'01/01/1959',0.002949,0,0
Mighty Mouse in the Great Space Chase,'10/12/1982',1.20E-05,0,0
Pursuit of a Killer,'20/09/1985',1.20E-05,0,0
Seat 26D,'26/01/2014',0.024689,0,0
Wendy Der Film,'26/01/2017',0.456352,0,0
Emmanuelle in Space 6: One Last Fling,'08/11/1994',0.015641,0,0
The Last Laugh,'18/04/2016',0.58263,0,0
Lifeforce,'20/06/1985',3.247016,25000000,0
Goldrunner,'01/01/1980',0.000119,0,0
Les keufs,'16/12/1987',0.267795,0,0
Hell Spa,'06/10/1992',1.20E-05,0,0
Kirik beyaz laleler,'01/01/2013',0.016875,0,0
Brasil DNA Africa,'02/06/2016',0.076738,0,0
Korolevstvo Krivykh Zerkal,'05/05/1963',0.098259,0,0
Akwarium,'04/10/1996',0.013593,0,0
Desperate Mission,'NaT',0,0,0
The Mothman Curse,'01/01/2014',0.037115,0,0
Cuadecu,'17/05/1971',NaN,0,0
Jacob Collier at the 2016 BBC Proms,'21/08/2016',0.086456,0,0
Laser Moon,'01/01/1993',0.157947,0,0
Devil Worship: Exposing Satan's Underground,'22/10/1988',1.00E-05,0,0
Saas Bahu Aur Sensex,'19/09/2008',0.016875,0,0
The Last,'30/05/2007',0.009794,500000,0
Goodness! A Ghost,'08/03/1940',0.001934,0,0
Phantasmagoria,'31/10/2005',0.149988,0,0
Une jeunesse amoureuse,'03/04/2013',0.016877,0,0
Town Hall,'01/01/2005',0.003751,0,0
Seven Ages of Starlight,'25/10/2012',0.264105,0,0
Chhupa Rustam,'01/01/1965',0.001875,0,0
A Time to Live,'27/10/1985',0.020202,0,0
Anyuta,'01/01/1982',4.30E-05,0,0
Tiger by the Tail,'01/08/1968',0.007118,0,0
A Wife's Secret,'01/01/2014',1.235625,0,0
Roberto Devereux,'19/01/2005',0.146772,0,0
Eisenbahn,'31/12/1967',0.001875,0,0
Romy,'11/11/2009',0.023279,0,0
In Search of Dr. Seuss,'06/11/1994',0.30024,0,0
Giant Coal Dumper,'NaT',0.011084,0,0
El Sanatorio,'28/10/2010',0.071945,0,0
Mary's Birthday,'01/01/1951',0.004235,0,0
PlanÃ?bung,'01/01/1977',0.23625,0,0
Open,'01/11/2015',0.046875,0,0
Exploring Elephanta,'01/01/2008',0.006187,0,0
Watain - Opus Diaboli,'05/06/2012',0.015011,0,0
Das komabrutale Duell,'18/02/1999',0.002006,0,0
Moving Art: Forests,'12/02/2014',0.072377,0,0
Sizif K.,'01/01/2015',0.045119,0,0
Indignation,'07/05/2014',0.031635,0,0
The Curse,'NaT',1.90E-05,0,0
Eaten Alive,'25/12/1976',0.901908,520000,0
Cleaner,'16/07/2013',0.018869,0,0
Madonna: Sex Bomb,'19/02/2009',0.0075,0,0
Twilight Theater,'NaT',0,0,0
Aces 'N' Eights,'15/03/2008',0.852619,0,0
L'ora di punta,'07/09/2007',0.014423,0,0
Bluewhite,'01/01/1965',0.002118,0,0
Official 2014 World Series Film,'21/11/2014',0.045,0,0
Children of Congo: From War to Witches,'15/09/2008',0.0075,0,0
Johan Glans: World Tour of Skandinavien,'05/11/2013',0.165766,0,0
My Silent Partner,'26/09/2006',0.039965,0,0
Night of Too Many Stars: An Overbooked Concert for Autism Education,'21/10/2010',0.009574,0,0
Monty Python Live at the Hollywood Bowl,'25/06/1982',0.925907,0,0
Cardio Pilates,'01/01/2003',0.005669,0,0
The Illiterate One,'NaT',0,0,0
åêƒäººäº•,'25/06/1974',0,0,0
Rainforest 3D,'28/05/2012',0.028158,0,0
Where Is My Friend?,'21/05/2014',0.04125,0,0
?Ÿ?µÑ€???°Ñè ?·?¸???°,'05/02/1978',0,0,0
Truckers,'01/05/1992',2.00E-06,0,0
Jeena Sirf Merre Liye,'20/11/2002',0.006845,0,0
The Oily American,'09/07/1954',0.017334,0,0
å?‡å ´ç‰ˆãƒùã‚±ãƒƒãƒˆãƒ¢ãƒ?ã‚?ã‚¿ãƒ? ã‚»ãƒ¬ãƒ“ã‚£ æ™‚ã‚’è¶?ãÅˆãÅŸéÅ?éÅ‡ï?ˆãÅ§ãÅ‚ãÅ„ï?‰,'06/07/2001',1.139034,0,28023563
The Road to Mecca,'10/03/1991',0.004617,0,0
Murda Muzik,'06/04/2004',0.08195,0,0
Vargtimmen,'01/01/1968',0.918516,0,0
Sesame Street: Monster Manners,'30/06/2014',0.039375,0,0
Sbamm!,'23/05/1980',0.096848,0,0
Inbrottet,'05/02/2016',0.085227,0,0
Oddsac,'04/08/2010',0.032403,0,0
Dressed to Fire,'01/01/1988',3.20E-05,0,0
The Strange Love of Molly Louvain,'28/05/1932',0.00284,0,0
Devil May Care,'28/10/2013',0.020627,0,0
Partie de Tric-Trac,'NaT',0.001875,0,0
There Goes My Baby,'02/09/1994',0.021032,10500000,123509
Tormentero,'02/03/2017',0.460755,0,0
Carmen,'01/01/1912',0.001875,0,0
Salut Berthe!,'20/08/1968',0.002063,0,0
Chong,'01/07/2000',0.002911,0,0
At Any Price,'30/08/2012',1.252373,0,0
Pixo,'01/01/2009',0.009702,0,0
Lawless Land,'06/04/1937',0.006179,0,0
When the Redskins Rode,'30/05/1951',0.008091,0,0
Charlie's Bag,'01/01/2014',0.022949,0,0
Frequently Asked Questions About Time Travel,'24/04/2009',1.319808,0,0
The Wizard Rockumentary: A Movie About Rocking and Rowling,'03/11/2008',0.0075,0,0
Liberating a Continent: John Paul II and the Fall of Communism,'01/06/2016',0.078373,0,0
Der Anschlag,'01/02/1984',0,0,0
Pink Ice,'10/06/1965',0.017447,0,0
La victoria,'06/05/2017',0.306446,0,0
Annie,'25/12/1948',0.002841,0,0
Momentos,'07/05/1981',2.00E-06,0,0
At the Villa Rose,'28/04/1930',0.001875,0,0
åçƒãÅ¨åçƒå°‹ãÅ®ç¥?é? ãÅ—,'20/07/2001',17.057516,15000000,274925095
Cotolay,'05/12/1966',0.005831,0,0
The Bed You Sleep In,'10/09/1993',0.003807,0,0
The Little Minister,'28/12/1934',0.108194,0,0
Riot in Juvenile Prison,'01/04/1959',0.002077,0,0
Something's Gonna Live,'12/06/2012',0.015309,0,0
The Union Jacking Up,'01/01/1985',5.00E-06,0,0
Dark Blue,'14/12/2002',0.896431,15000000,9237470
Claws,'01/01/1977',0.032603,0,0
Sublime: Sublime,'05/12/2000',0.007573,0,0
Capricorn One,'10/12/1977',3.538719,5000000,0
Hui ba! Ja 'fit' yan bing tuen,'06/09/1996',0.022314,0,0
I've Killed Before,'05/02/1995',0.002534,0,0
Grandma's Hero,'04/02/2016',0.07856,0,0
à??à?¿à?¨ à?•à?¨à§çà?¯à??,'05/05/1961',0.005803,0,0
House of Straw,'27/09/2015',0.064725,0,0
Black Moon,'24/09/1975',1.43492,0,0
ãƒ”ã‚«ãƒÅãƒ¥ã‚?ãÅ®ãÅªãÅ?ã‚„ãÅ™ãÅ¿,'18/07/1998',0.290883,0,0
Naranjo en flor,'17/04/2009',0.025739,0,0
Blue in the Face,'15/09/1995',1.227222,2000000,1275000
J'ai huit ans,'01/01/1961',0.001878,0,0
Tila,'03/11/2014',0.08783,0,0
La noche del ratÃ?n,'30/01/2015',0.049047,6790,0
Book of Dreams: Welcome To Crateland,'05/01/1994',0.00188,0,0
Bukod Kang Pinagpala,'10/11/2015',0.391211,0,0
The Shriek,'27/02/1933',0.001875,0,0
Radio City Revels,'11/02/1938',0.035207,0,0
åç—ç“œãÅ¨ãƒ?ãƒ¨ãƒçãƒ?ã‚º,'11/11/2017',1.085961,0,0
Gloria,'22/01/1999',0.10613,30000000,0
The Subconscious Art of Graffiti Removal,'01/01/2002',0.021371,0,0
Chantilly Lace,'18/07/1993',0.208129,0,0
Koi Mere Dil Mein Hai,'03/06/2005',0.005628,0,0
ãÅ?ãÅèã‚?ãÅ?ãÅ¨,'13/09/2008',2.138732,0,69932387
Wat Jy Saai,'29/08/1979',0.000207,0,0
Ask the Sexpert,'01/05/2017',0.270712,0,0
Tradition,'NaT',0,0,0
Den Starkaste,'28/10/1929',0.170804,0,0
Tiefe Furchen,'01/09/1965',0.005773,0,0
Altered,'30/12/2014',0.068045,0,0
Passion of Mind,'07/01/2000',1.479259,0,0
Canasta Uruguaya,'01/11/1951',0.014214,0,0
Rommel,'06/06/2012',0.751878,0,0
Citizens of Cosmopolis,'25/09/2012',0.575639,0,0
Pachai Vilakku,'02/04/1964',0.024785,0,0
Thunder Bay,'21/05/1953',0.292008,0,0
Tourist Trap,'25/01/1979',0.500472,0,0
Sonisphere Bulgaria Big Four - Anthrax and Megadeth,'31/08/2010',0.009375,0,0
Chicago Boricua,'05/05/2004',0.005543,0,0
Carpe Diem,'01/01/2006',0.008442,0,0
MÃ¶rderherz,'01/01/2002',0.140669,0,0
Mr. and Mrs. Edgehill,'15/12/1985',0.00831,0,0
Le Bourgeois gentilhomme,'26/05/2006',0.013649,0,0
The Rebirth of Buddha,'17/10/2009',0.00984,0,0
Time Bomb,'26/07/2014',0.028873,0,0
Liu zhi qin mo,'04/08/1983',0.037636,0,0
Ditirambo vela por nosotros,'01/01/1966',0.002074,0,0
Cosmic Letter,'03/05/1979',0,0,0
Denk ich an Deutschland in der Nacht,'11/05/2017',0.443947,0,0
é?¿é“ƒ (Lu ling),'01/01/1982',6.00E-06,0,0
Journey Into Life: The World of the Unborn,'01/01/1990',1.00E-06,0,0
Cugine mie,'25/08/1978',0.361943,0,0
Arena: Salvador Dali.,'21/11/1986',1.60E-05,0,0
Kristin's Christmas Past,'23/11/2013',0.341627,0,0
Aprile,'27/03/1998',0.001947,0,0
Kiss Me Goodbye,'01/01/1986',0.00169,0,0
Freak,'16/08/1994',NaN,0,0
Slice of Life,'01/01/2017',0.002295,0,0
Finding a Family,'15/10/2011',0.326759,0,0
In Their Skin,'09/11/2012',0.516544,4000000,0
Quiet Kill,'01/07/2004',0.010661,0,0
Adventures in Pornoland,'NaT',0.0081,0,0
Vacaciones sangrientas,'02/09/1974',0.002,0,0
ì°¨ìù´ë‚˜íƒ€ì?´ 2,'08/05/1993',0,0,0
Little Egypt,'01/10/1951',0.204381,0,0
Highway 5,'NaT',0,0,0
Messi,'06/09/2014',0.901926,0,0
Nueva Venecia,'07/03/2016',0.058369,0,0
Tayna Gornogo Podzemelya,'06/06/1975',0.000899,0,0
Forest of Bliss,'01/01/1986',1.60E-05,0,0
Moustache from the Moon,'31/10/2013',0.030953,0,0
Souffler plus fort que la mer,'10/05/2017',0.339392,0,0
En pays neufs,'06/09/1937',0.001875,0,0
Monty Comes Back,'03/09/2016',0.100541,0,0
Blind Eye,'13/05/2008',0.053545,0,0
Amores Urbanos,'19/05/2016',0.153089,0,0
The Girl From Mars,'15/03/1991',0.000416,0,0
Trapeze,'30/05/1956',0.310021,4000000,14400000
Dydsdragonen,'21/11/1917',0.006356,0,0
Hairied and Hurried,'12/11/1965',0.002343,0,0
Les Compagnons d'Eleusis,'26/09/1975',0.001458,0,0
American Courtesans,'12/07/2013',0.260838,0,0
Manowar: Hell On Earth III,'21/02/2003',0.031388,0,0
Dich schickt der Himmel,'30/01/2001',0.004307,0,0
The seeding of Sarah Burns,'NaT',0,0,0
Bravo Sierra,'NaT',0,0,0
Coronel Delmiro Gouveia,'16/05/1978',0.1,0,0
The Mender,'30/12/1915',0.002344,0,0
L'una e l'altra,'26/07/2012',0.074205,0,0
Orquestra GeraÃ§Ã£o,'01/10/2011',0.01389,0,0
Le streghe,'22/02/1967',0.740855,0,0
Horas de luz,'24/09/2004',0.009487,0,0
Om Shanthi Om,'30/10/2015',0.144047,0,0
The Search for Kennyboy,'NaT',0,0,0
Monkaa,'25/10/2014',0.054281,0,0
Incident,'01/01/2012',0.013125,0,0
Climat,'NaT',NaN,0,0
Le Pantalon,'12/10/1997',0.010466,0,0
Kokkuri-san,'05/09/1997',0.001968,0,0
?£??Ñ€Ñ???-Ñ€?µ?º?°,'14/04/1969',0.054716,0,0
Irresistible Impulse,'27/08/1996',0.383502,0,0
LÃ?vistÃ?jÃ?,'01/01/2013',0.016875,0,0
Stolen Summer,'22/03/2002',0.394034,0,0
The Big Snit,'01/01/1985',3.50E-05,0,0
Rockin' Thru the Rockies,'08/03/1940',0.032048,0,0
AlÃ©m da PaixÃ£o,'12/01/1986',0.25,0,0
Who'll Stop the Rain,'02/08/1978',0.444697,0,0
Bajo la piel de lobo,'NaT',0.00027,0,0
All Over the Town,'25/04/1949',0.215649,0,0
Queen Kong,'01/01/1976',6.00E-06,0,0
Tiny Furniture,'12/11/2010',0.504942,65000,416498
Thomas and Friends: The Adventure Begins,'03/03/2015',0.094935,0,0
Zacazonapan,'06/12/1976',4.00E-06,0,0
Peer Gynt,'15/09/1915',0.001876,0,0
The End of the River,'01/12/1947',0.033552,0,0
Sasaki Kojiro,'01/04/1967',0.001875,0,0
Hamlet,'18/02/2008',0.006,0,0
Age Of Kill,'15/06/2015',0.196995,0,0
Ic,'31/07/2010',NaN,0,0
Brideshead Revisited,'25/07/2008',1.840575,20000000,13204291
Mania,'25/08/1974',0.029616,0,0
Jodi,'09/09/1999',0.003602,0,0
Postcards from China,'21/09/1975',0,0,0
Busco novio para mi mujer,'19/02/2016',0.229656,0,0
Guadalquivir,'29/11/2013',0.051224,0,0
Top Line,'16/08/1988',0.054747,0,0
Beauty Mark,'17/06/2017',0.755236,0,0
Bluebeard's Castle,'28/04/1981',0.000888,0,0
Treat 'Em Rough,'30/01/1942',0.00653,0,0
Jim & Helen Forever,'22/01/2015',0.090618,0,0
Chut sui fu yung,'06/07/2010',0.01821,0,0
The Rachel Papers,'12/05/1989',0.377029,0,0
Wayside School,'01/10/2005',0.008439,0,0
The Sorcerer's Apprentice,'13/07/2010',6.524864,150000000,215283742
Shaman King,'NaT',0,0,0
Incident in New Baghdad,'24/04/2011',0.011259,0,0
Ed's Coed,'05/10/1929',0.001875,0,0
Call Me Mister,'01/02/1951',0.004329,0,0
LockvÃ¶gel,'01/01/1989',0.000313,0,0
The Hugga Bunch,'01/01/1985',0.093391,0,0
Alien Nine,'13/05/2001',0.002762,0,0
Triomf,'NaT',0.0008,0,0
Primus: Animals Should Not Try to Act Like People,'07/10/2003',0.00375,0,0
Ek Ladka Ek Ladki,'18/06/1992',2.60E-05,0,0
I kronans klÃ?der,'14/10/1915',0.001876,0,0
La duquesa roja,'17/07/1997',0.002088,0,0
Power to the People,'08/05/2013',0.01875,0,0
Permaculture Soils,'30/10/2010',0.049119,0,0
We're the Millers,'07/08/2013',7.377303,37000000,269994119
Geraldine Ferraro: Paving The Way,'11/10/2013',0.077805,0,0
The Road to Reno,'25/09/1931',0.066816,0,0
Maxie,'13/10/1954',0.047931,0,0
Eye of the Beholder,'04/09/1999',0.752889,15000000,0
Die Bettwurst,'01/01/1971',1.00E-06,0,0
The Possessed,'01/05/1977',0.074208,0,0
London After Midnight,'17/12/1927',0.009608,152000,0
Confidencias,'13/12/1982',0.00023,0,0
The Island President,'28/03/2012',0.016532,0,76398
Napoli sole mio,'18/03/1958',0.00245,0,0
Unchained Memories: Readings from the Slave Narratives,'01/01/2003',0.005976,0,0
Duet for Four,'26/02/1982',0.011186,0,0
Wienerbarnet,'31/10/1941',0.001876,0,0
Into the Thunder Dragon,'01/01/2003',0.0189,0,0
Kenia,'19/05/2007',0.005625,0,0
Belleville Tour,'06/08/2008',0.007853,0,0
Wasp,'04/08/2015',0.067772,0,0
Gloria Fatalis,'02/01/1922',0.002823,0,0
The Borneo Case,'NaT',0.3,0,0
La Garde,'04/04/2014',0.068283,0,0
UFC 199: Rockhold vs. Bisping 2,'04/06/2016',0.069576,0,0
Zombie Kids,'27/10/2013',0.020625,0,0
Forever James Dean,'01/01/1988',0.04995,0,0
Third World Happy,'11/11/2010',0.012437,0,0
La voleuse,'18/11/1966',0.002154,0,0
Hikiko-san,'01/11/2008',0.014062,0,0
Nasoor,'28/05/1985',0.000126,0,0
Color Sequence,'01/01/1943',0.003276,0,0
CÃ©line Dion: Live in Memphis,'NaT',3.20E-05,0,0
The Pointing Finger,'26/12/1933',0.180152,0,0
Dog Days,'07/03/1925',0.014214,0,0
Rachel's Man,'01/04/1976',5.00E-06,0,0
Miss Tibet: Beauty in Exile,'01/01/2014',0.024749,0,0
When Susurrus Stirs,'02/09/2016',0.133179,0,0
Ella & Ã‰l,'24/09/2015',0.067631,127000,0
Neverland,'28/08/2009',0.00825,0,0
Stolen Heaven,'20/02/1931',0.057801,0,0
Simon Boccanegra,'23/03/2010',0.009375,0,0
Barbershop,'01/04/2002',2.836353,12000000,75781642
Ro,'20/12/1930',NaN,0,0
Parallel Worlds,'08/03/2001',0.013684,0,0
Heftig & begeistret,'19/01/2001',0.144031,0,0
Und morgen geht die Sonne wieder auf,'19/01/2000',0.004649,0,0
Bugs Bunny's Wild World of Sports,'15/02/1989',0.000405,0,0
Beer for My Horses,'08/08/2008',1.058436,0,666045
The Madness of the Dance,'01/01/2006',0.01875,0,0
Little Women,'24/11/1933',0.300749,424,0
Cleopatra Wong,'10/11/1978',1.20E-05,0,0
Forced to Kill,'18/05/1994',0.029039,0,0
Necroville,'01/01/2007',0.015753,0,0
It Girl,'05/03/2014',0.0225,0,0
Dumbland,'18/03/2002',0.181293,0,0
Ahalya,'21/07/2015',0.093576,0,0
A arquitetura do corpo,'02/11/2008',0.007875,0,0
Perjanjian Dimalam Keramat,'01/01/1991',2.60E-05,0,0
The Blind Date of Coffin Joe,'01/01/2008',0.005636,0,0
Bahar im Wunderland,'01/08/2013',0.018824,0,0
Icarus,'26/07/2017',5.741006,0,0
Naked City: A Killer Christmas,'13/12/1998',0.041531,0,0
?¢?ê?¡?¡ Ñƒ?¿???»????????Ñ‡?µ?? ?·?°Ñè???¸Ñ‚ÑŒâ€?,'30/07/1984',0.308948,0,0
Ali Baba,'29/01/1936',0.001883,0,0
Tiny Heroes,'01/01/1997',0.002521,0,0
Border Fence,'15/09/1951',0.001875,0,0
Oil Sands Karaoke,'09/11/2013',0.021651,0,0
The Blue Bird,'05/04/1976',0.388101,12000000,887000
Dishoom,'29/07/2016',0.723024,0,0
Dood water,'25/10/1934',0.001876,0,0
The Hunter's Moon,'10/10/1999',0.296838,0,0
Faasle,'17/09/1985',0.00012,0,0
Old Hickory,'23/12/1939',0.077868,0,0
Kauf Dir einen bunten Luftballon,'19/01/1961',0.002501,0,0
State and Main,'26/08/2000',0.748482,0,0
Runaway Day,'05/12/2013',0.022813,0,0
The Focus Group,'16/06/2016',0.107814,20000,0
Na Boca da Noite,'15/10/1971',0,0,0
Sting 21: Roots Reggae,'NaT',0,0,0
Battle for Bonneville,'NaT',0.075594,0,0
Black City Parade : Le Film,'23/06/2013',0.018752,0,0
Cinderella,'24/11/2008',0.008472,0,0
à°¸à°?à°—à°° à°¸à°‚à°—à°®à°‚,'01/01/1983',3.00E-06,0,0
Refugee: The Eritrean Exodus,'29/11/2015',0.04875,0,0
Fric-frac en dentelles,'24/07/1957',0.00945,0,0
Mala Mala,'19/04/2014',0.220383,0,0
The Story of O: Untold Pleasures,'07/07/2002',0.282726,0,0
Engel & Joe,'25/10/2001',0.033616,0,0
Otra primavera,'27/04/1950',0.002116,0,0
On the Prowl,'NaT',0,0,0
Japanese War Bride,'29/01/1952',0.174418,0,0
Showa onna bakuto,'01/01/1972',0.010521,0,0
Ten Nights in a Barroom,'27/12/1926',0.001875,0,0
Journey to the End of Night,'31/12/1982',0,0,0
Video X: The Dwayne and Darla-Jean Story,'01/01/2003',0.015146,0,0
The Goose That Laid a Golden Egg,'04/10/1974',0,0,0
The Kissing Booth,'NaT',5.00E-06,0,0
The Sharkfighters,'01/11/1956',0.009345,0,0
